NO,TEMP,RH,DATE,TIME
918,20.7,83.8,18/02/2025,0:52:01
919,20.7,83.4,18/02/2025,1:02:01
920,20.7,84.1,18/02/2025,1:12:01
921,20.7,84.1,18/02/2025,1:22:01
922,20.7,84.3,18/02/2025,1:32:01
923,20.6,84.8,18/02/2025,1:42:01
924,20.5,85.0,18/02/2025,1:52:01
925,20.5,85.2,18/02/2025,2:02:01
926,20.4,83.2,18/02/2025,2:12:01
927,20.3,83.4,18/02/2025,2:22:01
928,20.4,84.3,18/02/2025,2:32:01
929,20.4,85.2,18/02/2025,2:42:01
930,20.4,85.3,18/02/2025,2:52:01
931,20.4,85.5,18/02/2025,3:02:01
932,20.4,85.0,18/02/2025,3:12:01
933,20.3,85.0,18/02/2025,3:22:01
934,20.4,85.1,18/02/2025,3:32:01
935,20.3,84.5,18/02/2025,3:42:01
936,20.3,84.9,18/02/2025,3:52:01
937,20.3,85.3,18/02/2025,4:02:01
938,20.2,85.2,18/02/2025,4:12:01
939,20.3,85.1,18/02/2025,4:22:01
940,20.3,85.2,18/02/2025,4:32:01
941,20.3,85.6,18/02/2025,4:42:01
942,20.3,86.0,18/02/2025,4:52:01
943,20.3,87.5,18/02/2025,5:02:01
944,20.2,88.1,18/02/2025,5:12:01
945,20.2,87.7,18/02/2025,5:22:01
946,20.2,88.6,18/02/2025,5:32:01
947,20.2,88.1,18/02/2025,5:42:01
948,20.1,89.2,18/02/2025,5:52:01
949,20.1,89.6,18/02/2025,6:02:01
950,20.1,89.5,18/02/2025,6:12:01
951,20.1,89.2,18/02/2025,6:22:01
952,20.1,89.9,18/02/2025,6:32:01
953,20.0,90.0,18/02/2025,6:42:01
954,20.1,90.1,18/02/2025,6:52:01
955,20.0,90.2,18/02/2025,7:02:01
956,20.0,89.7,18/02/2025,7:12:01
957,20.0,89.8,18/02/2025,7:22:01
958,20.0,90.0,18/02/2025,7:32:01
959,20.0,90.1,18/02/2025,7:42:01
960,20.0,90.2,18/02/2025,7:52:01
961,19.9,90.2,18/02/2025,8:02:01
962,20.0,90.3,18/02/2025,8:12:01
963,19.9,89.8,18/02/2025,8:22:01
964,19.9,89.8,18/02/2025,8:32:01
965,19.9,89.3,18/02/2025,8:42:01
966,19.9,89.6,18/02/2025,8:52:01
967,19.9,89.7,18/02/2025,9:02:01
968,19.9,89.6,18/02/2025,9:12:01
969,19.9,89.8,18/02/2025,9:22:01
970,20.0,89.9,18/02/2025,9:32:01
971,20.0,90.0,18/02/2025,9:42:01
972,20.0,90.1,18/02/2025,9:52:01
973,20.1,90.0,18/02/2025,10:02:01
974,20.1,89.1,18/02/2025,10:12:01
975,20.1,89.7,18/02/2025,10:22:01
976,20.1,89.7,18/02/2025,10:32:01
977,20.2,90.1,18/02/2025,10:42:01
978,20.2,90.1,18/02/2025,10:52:01
979,20.3,90.3,18/02/2025,11:02:01
980,20.3,89.8,18/02/2025,11:12:01
981,20.4,89.7,18/02/2025,11:22:01
982,20.4,90.9,18/02/2025,11:32:01
983,20.4,91.4,18/02/2025,11:42:01
984,20.5,93.4,18/02/2025,11:52:01
985,20.6,91.2,18/02/2025,12:02:01
986,20.6,89.0,18/02/2025,12:12:01
987,20.6,88.7,18/02/2025,12:22:01
988,20.7,87.7,18/02/2025,12:32:01
989,20.7,85.9,18/02/2025,12:42:01
990,20.8,85.9,18/02/2025,12:52:01
991,20.9,84.5,18/02/2025,13:02:01
992,20.9,84.6,18/02/2025,13:12:01
993,21.0,85.6,18/02/2025,13:22:01
994,21.0,83.5,18/02/2025,13:32:01
995,21.2,83.2,18/02/2025,13:42:01
996,21.3,81.9,18/02/2025,13:52:01
997,21.5,81.5,18/02/2025,14:02:01
998,21.5,81.1,18/02/2025,14:12:01
999,21.7,80.9,18/02/2025,14:22:01
1000,21.9,80.6,18/02/2025,14:32:01
1001,22.0,78.5,18/02/2025,14:42:01
1002,22.0,75.7,18/02/2025,14:52:01
1003,22.0,76.3,18/02/2025,15:02:01
1004,22.1,74.7,18/02/2025,15:12:01
1005,22.1,76.4,18/02/2025,15:22:01
1006,22.1,74.5,18/02/2025,15:32:01
1007,22.2,78.0,18/02/2025,15:42:01
1008,22.2,74.3,18/02/2025,15:52:01
1009,22.2,77.9,18/02/2025,16:02:01
1010,22.2,75.4,18/02/2025,16:12:01
1011,22.3,71.1,18/02/2025,16:22:01
1012,22.3,70.8,18/02/2025,16:32:01
1013,22.3,71.1,18/02/2025,16:42:01
1014,22.4,73.5,18/02/2025,16:52:01
1015,22.5,74.3,18/02/2025,17:02:01
1016,22.7,74.1,18/02/2025,17:12:01
1017,22.8,69.3,18/02/2025,17:22:01
1018,22.6,67.5,18/02/2025,17:32:01
1019,22.6,68.3,18/02/2025,17:42:01
1020,22.5,70.4,18/02/2025,17:52:01
1021,22.6,73.0,18/02/2025,18:02:01
1022,22.8,73.5,18/02/2025,18:12:01
1023,23.0,73.3,18/02/2025,18:22:01
1024,23.2,73.0,18/02/2025,18:32:01
1025,23.3,73.5,18/02/2025,18:42:01
1026,23.3,72.9,18/02/2025,18:52:01
1027,23.4,72.9,18/02/2025,19:02:01
1028,23.4,73.5,18/02/2025,19:12:01
1029,23.4,73.5,18/02/2025,19:22:01
1030,23.4,74.0,18/02/2025,19:32:01
1031,23.4,74.4,18/02/2025,19:42:01
1032,23.3,74.7,18/02/2025,19:52:01
1033,23.3,76.0,18/02/2025,20:02:01
1034,23.2,76.3,18/02/2025,20:12:01
1035,23.1,77.5,18/02/2025,20:22:01
1036,23.0,77.5,18/02/2025,20:32:01
1037,22.9,77.7,18/02/2025,20:42:01
1038,22.9,77.8,18/02/2025,20:52:01
1039,22.8,78.2,18/02/2025,21:02:01
1040,22.7,78.8,18/02/2025,21:12:01
1041,22.7,78.8,18/02/2025,21:22:01
1042,22.6,79.4,18/02/2025,21:32:01
1043,22.5,78.9,18/02/2025,21:42:01
1044,22.4,78.9,18/02/2025,21:52:01
1045,22.3,79.1,18/02/2025,22:02:01
1046,22.3,79.5,18/02/2025,22:12:01
1047,22.2,80.2,18/02/2025,22:22:01
1048,22.2,80.7,18/02/2025,22:32:01
1049,22.1,80.6,18/02/2025,22:42:01
1050,22.1,81.1,18/02/2025,22:52:01
1051,22.0,81.7,18/02/2025,23:02:01
1052,22.0,81.3,18/02/2025,23:12:01
1053,21.9,82.1,18/02/2025,23:22:01
1054,21.8,82.5,18/02/2025,23:32:01
1055,21.7,81.1,18/02/2025,23:42:01
1056,21.7,80.8,18/02/2025,23:52:01
1057,21.6,81.2,19/02/2025,0:02:01
1058,21.5,81.9,19/02/2025,0:12:01
1059,21.4,81.5,19/02/2025,0:22:01
1060,21.4,81.7,19/02/2025,0:32:01
1061,21.3,80.9,19/02/2025,0:42:01
1062,21.2,82.1,19/02/2025,0:52:01
1063,21.2,82.4,19/02/2025,1:02:01
1064,21.2,82.5,19/02/2025,1:12:01
1065,21.1,82.8,19/02/2025,1:22:01
1066,21.1,83.4,19/02/2025,1:32:01
1067,21.1,82.5,19/02/2025,1:42:01
1068,21.1,82.9,19/02/2025,1:52:01
1069,21.1,82.9,19/02/2025,2:02:01
1070,21.1,83.4,19/02/2025,2:12:01
1071,21.0,83.9,19/02/2025,2:22:01
1072,21.0,84.8,19/02/2025,2:32:01
1073,21.0,85.3,19/02/2025,2:42:01
1074,21.0,84.6,19/02/2025,2:52:01
1075,21.0,85.1,19/02/2025,3:02:01
1076,21.0,86.2,19/02/2025,3:12:01
1077,21.0,86.4,19/02/2025,3:22:01
1078,20.9,85.3,19/02/2025,3:32:01
1079,20.9,83.7,19/02/2025,3:42:01
1080,20.9,84.3,19/02/2025,3:52:01
1081,20.8,84.3,19/02/2025,4:02:01
1082,20.8,84.8,19/02/2025,4:12:01
1083,20.8,86.3,19/02/2025,4:22:01
1084,20.8,86.0,19/02/2025,4:32:01
1085,20.8,87.6,19/02/2025,4:42:01
1086,20.7,87.7,19/02/2025,4:52:01
1087,20.7,86.0,19/02/2025,5:02:01
1088,20.7,86.3,19/02/2025,5:12:01
1089,20.7,88.2,19/02/2025,5:22:01
1090,20.7,88.3,19/02/2025,5:32:01
1091,20.6,88.4,19/02/2025,5:42:01
1092,20.6,88.0,19/02/2025,5:52:01
1093,20.5,88.2,19/02/2025,6:02:01
1094,20.6,88.1,19/02/2025,6:12:01
1095,20.6,88.8,19/02/2025,6:22:01
1096,20.6,88.0,19/02/2025,6:32:01
1097,20.5,88.6,19/02/2025,6:42:01
1098,20.5,89.3,19/02/2025,6:52:01
1099,20.5,89.9,19/02/2025,7:02:01
1100,20.5,89.5,19/02/2025,7:12:01
1101,20.4,88.9,19/02/2025,7:22:01
1102,20.4,88.4,19/02/2025,7:32:01
1103,20.4,89.6,19/02/2025,7:42:01
1104,20.3,90.2,19/02/2025,7:52:01
1105,20.2,89.9,19/02/2025,8:02:01
1106,20.2,90.2,19/02/2025,8:12:01
1107,20.2,90.7,19/02/2025,8:22:01
1108,20.2,90.1,19/02/2025,8:32:01
1109,20.2,89.9,19/02/2025,8:42:01
1110,20.1,90.3,19/02/2025,8:52:01
1111,20.2,90.9,19/02/2025,9:02:01
1112,20.2,90.6,19/02/2025,9:12:01
1113,20.2,90.2,19/02/2025,9:22:01
1114,20.3,89.8,19/02/2025,9:32:01
1115,20.4,89.2,19/02/2025,9:42:01
1116,20.5,89.7,19/02/2025,9:52:01
1117,20.6,89.3,19/02/2025,10:02:01
1118,20.7,88.9,19/02/2025,10:12:01
1119,20.7,88.9,19/02/2025,10:22:01
1120,21.0,88.4,19/02/2025,10:32:01
1121,21.4,85.6,19/02/2025,10:42:01
1122,21.9,84.4,19/02/2025,10:52:01
1123,22.2,83.5,19/02/2025,11:02:01
1124,22.4,82.9,19/02/2025,11:12:01
1125,22.5,81.8,19/02/2025,11:22:01
1126,22.5,80.3,19/02/2025,11:32:01
1127,22.7,79.3,19/02/2025,11:42:01
1128,22.8,78.5,19/02/2025,11:52:01
1129,22.8,78.1,19/02/2025,12:02:01
1130,23.0,75.3,19/02/2025,12:12:01
1131,23.1,73.7,19/02/2025,12:22:01
1132,23.2,74.6,19/02/2025,12:32:01
1133,23.2,74.0,19/02/2025,12:42:01
1134,23.3,71.7,19/02/2025,12:52:01
1135,23.3,73.1,19/02/2025,13:02:01
1136,23.4,71.5,19/02/2025,13:12:01
1137,23.4,71.4,19/02/2025,13:22:01
1138,23.5,70.0,19/02/2025,13:32:01
1139,23.5,70.2,19/02/2025,13:42:01
1140,23.5,71.3,19/02/2025,13:52:01
1141,23.5,71.2,19/02/2025,14:02:01
1142,23.5,71.5,19/02/2025,14:12:01
1143,23.4,71.2,19/02/2025,14:22:01
1144,23.5,71.1,19/02/2025,14:32:01
1145,23.6,69.8,19/02/2025,14:42:01
1146,23.7,68.5,19/02/2025,14:52:01
1147,23.8,68.4,19/02/2025,15:02:01
1148,23.8,68.5,19/02/2025,15:12:01
1149,23.9,67.7,19/02/2025,15:22:01
1150,23.9,67.7,19/02/2025,15:32:01
1151,23.9,67.6,19/02/2025,15:42:01
1152,24.0,66.9,19/02/2025,15:52:01
1153,24.1,65.6,19/02/2025,16:02:01
1154,24.2,63.6,19/02/2025,16:12:01
1155,24.3,60.8,19/02/2025,16:22:01
1156,24.5,60.2,19/02/2025,16:32:01
1157,24.5,60.1,19/02/2025,16:42:01
1158,24.6,61.6,19/02/2025,16:52:01
1159,24.7,62.8,19/02/2025,17:02:01
1160,24.7,62.8,19/02/2025,17:12:01
1161,24.7,62.9,19/02/2025,17:22:01
1162,24.7,63.0,19/02/2025,17:32:01
1163,24.8,62.6,19/02/2025,17:42:01
1164,24.9,62.1,19/02/2025,17:52:01
1165,24.9,61.5,19/02/2025,18:02:01
1166,25.0,61.9,19/02/2025,18:12:01
1167,25.1,62.3,19/02/2025,18:22:01
1168,25.1,63.2,19/02/2025,18:32:01
1169,25.1,63.8,19/02/2025,18:42:01
1170,25.1,64.1,19/02/2025,18:52:01
1171,25.1,64.8,19/02/2025,19:02:01
1172,25.1,65.0,19/02/2025,19:12:01
1173,25.0,66.1,19/02/2025,19:22:01
1174,25.0,67.2,19/02/2025,19:32:01
1175,24.9,68.1,19/02/2025,19:42:01
1176,24.8,68.8,19/02/2025,19:52:01
1177,24.6,69.4,19/02/2025,20:02:01
1178,24.5,69.5,19/02/2025,20:12:01
1179,24.4,69.6,19/02/2025,20:22:01
1180,24.3,70.2,19/02/2025,20:32:01
1181,24.3,70.6,19/02/2025,20:42:01
1182,24.2,71.2,19/02/2025,20:52:01
1183,24.0,71.7,19/02/2025,21:02:01
1184,24.0,71.8,19/02/2025,21:12:01
1185,23.9,72.8,19/02/2025,21:22:01
1186,23.8,72.9,19/02/2025,21:32:01
1187,23.7,72.8,19/02/2025,21:42:01
1188,23.5,73.8,19/02/2025,21:52:01
1189,23.5,73.2,19/02/2025,22:02:01
1190,23.4,71.2,19/02/2025,22:12:01
1191,23.3,73.0,19/02/2025,22:22:01
1192,23.2,73.3,19/02/2025,22:32:01
1193,23.1,73.5,19/02/2025,22:42:01
1194,23.0,71.8,19/02/2025,22:52:01
1195,22.9,73.6,19/02/2025,23:02:01
1196,22.8,75.2,19/02/2025,23:12:01
1197,22.7,74.2,19/02/2025,23:22:01
1198,22.6,74.8,19/02/2025,23:32:01
1199,22.5,75.3,19/02/2025,23:42:01
1200,22.5,75.7,19/02/2025,23:52:01
1201,22.4,78.1,20/02/2025,0:02:01
1202,22.4,77.6,20/02/2025,0:12:01
1203,22.3,78.2,20/02/2025,0:22:01
1204,22.2,78.6,20/02/2025,0:32:01
1205,22.2,78.8,20/02/2025,0:42:01
1206,22.1,79.1,20/02/2025,0:52:01
1207,22.1,78.7,20/02/2025,1:02:01
1208,22.0,78.1,20/02/2025,1:12:01
1209,22.0,78.2,20/02/2025,1:22:01
1210,21.9,78.7,20/02/2025,1:32:01
1211,21.9,79.4,20/02/2025,1:42:01
1212,21.9,80.3,20/02/2025,1:52:01
1213,21.9,82.3,20/02/2025,2:02:01
1214,21.8,82.7,20/02/2025,2:12:01
1215,21.8,83.5,20/02/2025,2:22:01
1216,21.8,84.0,20/02/2025,2:32:01
1217,21.7,83.5,20/02/2025,2:42:01
1218,21.7,81.9,20/02/2025,2:52:01
1219,21.6,80.7,20/02/2025,3:02:01
1220,21.5,81.4,20/02/2025,3:12:01
1221,21.5,82.3,20/02/2025,3:22:01
1222,21.4,82.6,20/02/2025,3:32:01
1223,21.3,81.0,20/02/2025,3:42:01
1224,21.3,81.5,20/02/2025,3:52:01
1225,21.2,82.8,20/02/2025,4:02:01
1226,21.2,82.0,20/02/2025,4:12:01
1227,21.1,84.0,20/02/2025,4:22:01
1228,21.1,83.1,20/02/2025,4:32:01
1229,21.1,82.6,20/02/2025,4:42:01
1230,21.0,82.9,20/02/2025,4:52:01
1231,21.0,82.4,20/02/2025,5:02:01
1232,20.9,83.3,20/02/2025,5:12:01
1233,20.9,84.1,20/02/2025,5:22:01
1234,20.9,83.5,20/02/2025,5:32:01
1235,20.8,81.9,20/02/2025,5:42:01
1236,20.7,81.7,20/02/2025,5:52:01
1237,20.7,82.9,20/02/2025,6:02:01
1238,20.7,83.0,20/02/2025,6:12:01
1239,20.6,82.5,20/02/2025,6:22:01
1240,20.6,82.9,20/02/2025,6:32:01
1241,20.5,82.2,20/02/2025,6:42:01
1242,20.5,82.5,20/02/2025,6:52:01
1243,20.5,81.5,20/02/2025,7:02:01
1244,20.4,81.6,20/02/2025,7:12:01
1245,20.4,81.2,20/02/2025,7:22:01
1246,20.3,81.2,20/02/2025,7:32:01
1247,20.3,81.4,20/02/2025,7:42:01
1248,20.3,81.6,20/02/2025,7:52:01
1249,20.3,83.5,20/02/2025,8:02:01
1250,20.3,84.2,20/02/2025,8:12:01
1251,20.3,83.0,20/02/2025,8:22:01
1252,20.3,83.5,20/02/2025,8:32:01
1253,20.3,84.4,20/02/2025,8:42:01
1254,20.3,83.9,20/02/2025,8:52:01
1255,20.3,83.3,20/02/2025,9:02:01
1256,20.4,83.2,20/02/2025,9:12:01
1257,20.4,83.5,20/02/2025,9:22:01
1258,20.5,83.9,20/02/2025,9:32:01
1259,20.5,83.5,20/02/2025,9:42:01
1260,20.5,82.8,20/02/2025,9:52:01
1261,20.5,82.6,20/02/2025,10:02:01
1262,20.6,81.9,20/02/2025,10:12:01
1263,20.6,81.8,20/02/2025,10:22:01
1264,20.7,81.7,20/02/2025,10:32:01
1265,20.8,81.3,20/02/2025,10:42:01
1266,20.8,80.9,20/02/2025,10:52:01
1267,20.9,80.6,20/02/2025,11:02:01
1268,21.0,80.4,20/02/2025,11:12:01
1269,21.0,79.4,20/02/2025,11:22:01
1270,21.1,78.6,20/02/2025,11:32:01
1271,21.2,78.5,20/02/2025,11:42:01
1272,21.3,78.0,20/02/2025,11:52:01
1273,21.5,76.0,20/02/2025,12:02:01
1274,21.6,75.6,20/02/2025,12:12:01
1275,21.7,75.2,20/02/2025,12:22:01
1276,21.9,75.4,20/02/2025,12:32:01
1277,22.1,74.7,20/02/2025,12:42:01
1278,22.3,73.1,20/02/2025,12:52:01
1279,22.4,71.5,20/02/2025,13:02:01
1280,22.5,71.2,20/02/2025,13:12:01
1281,22.6,71.2,20/02/2025,13:22:01
1282,22.7,70.9,20/02/2025,13:32:01
1283,22.8,70.3,20/02/2025,13:42:01
1284,22.9,69.3,20/02/2025,13:52:01
1285,23.0,69.1,20/02/2025,14:02:01
1286,23.1,68.6,20/02/2025,14:12:01
1287,23.1,68.4,20/02/2025,14:22:01
1288,23.2,68.8,20/02/2025,14:32:01
1289,23.3,69.6,20/02/2025,14:42:01
1290,23.4,68.5,20/02/2025,14:52:01
1291,23.4,69.0,20/02/2025,15:02:01
1292,23.5,68.8,20/02/2025,15:12:01
1293,23.6,69.3,20/02/2025,15:22:01
1294,23.7,68.5,20/02/2025,15:32:01
1295,23.7,68.6,20/02/2025,15:42:01
1296,23.8,68.4,20/02/2025,15:52:01
1297,23.8,68.1,20/02/2025,16:02:01
1298,23.9,67.2,20/02/2025,16:12:01
1299,24.0,67.7,20/02/2025,16:22:01
1300,24.0,68.0,20/02/2025,16:32:01
1301,24.1,67.5,20/02/2025,16:42:01
1302,24.1,67.8,20/02/2025,16:52:01
1303,24.2,68.1,20/02/2025,17:02:01
1304,24.1,66.8,20/02/2025,17:12:01
1305,24.1,66.0,20/02/2025,17:22:01
1306,24.0,64.5,20/02/2025,17:32:01
1307,24.2,68.5,20/02/2025,17:42:01
1308,27.1,80.1,20/02/2025,17:52:01
1309,30.1,55.0,20/02/2025,18:02:01
